name,description,url-href,price,reviews,activeCategory,image-src
Call for Price M2,"Replace the price with flexible options. Place a link with redirection or an image instead of the button. Select the group of customers and particular categories to display the 'Call for price' button to. Easily engage customers into more activity, asking to sign up and provide more feedback.",https://amasty.com/call-for-price-for-magento-2.html,$159,5,User Experience,https://amasty.com/v1587666071/media/catalog/product/c/a/call-for-price-for-magento-2.svg
Custom Form M2,Use this Magento 2 Form Builder to create web forms of various types to effectively collect customer info. Use a handy constructor to generate multiple forms in no time and customize each form to meet your needs. Extend functionality of your store with admin form validation feature.,https://amasty.com/custom-form-for-magento-2.html,$219,4.6,Customers' Data,https://amasty.com/v1587651669/media/catalog/product/c/u/custom-form-for-magento-2.svg
Sales Reps and Dealers M2,"Provide high-quality service and individual approach to each customer by including dealers in your business model. With this convenient tool, you can effectively manage the work of your sales reps and monitor their productivity.",https://amasty.com/sales-reps-and-dealers-for-magento-2.html,$189,5,B2B Products,https://amasty.com/v1587666071/media/catalog/product/s/a/sales-reps-and-dealers-for-magento-2.svg
Product Labels M2,"Highlight new arrivals, as well as special products and offers to immediately draw customers' attention and grow sales up to 55%. Automatically run several marketing campaigns at a time!",https://amasty.com/product-labels-for-magento-2.html,$199,4.8,Images & Media,https://amasty.com/v1587651669/media/catalog/product/p/r/product-labels-for-magento-2.svg
Product Option Templates M2,"Attract more customers to your store by providing multiple product variations with Magento 2 Custom Option. Create an unlimited number of custom option templates, and promptly assign them to your products in bulk.",https://amasty.com/custom-product-option-templates-for-magento-2.html,$199,4.5,Catalog Management,https://amasty.com/v1587666071/media/catalog/product/p/r/product-option-templates-for-magento-2.svg
(Pre-order) Quick Order M2,Boost B2B sales and increase repeated purchases with Magento 2 Quick Order extension. Enable buyers to quickly order multiple products without visiting numerous web store pages.,https://amasty.com/quick-order-for-magento-2.html,$75,null,Order Management,https://amasty.com/v1587651669/media/catalog/product/q/u/quick-order-for-magento-2.svg
SEO Toolkit M2,"SEO Toolkit is the all-in-one Magento 2 SEO Extension designed to make your store stand out in Google Search. Maximize your Magento SEO effectiveness: make your store more visible in search results, get more organic traffic, increase your customer flow.",https://amasty.com/seo-toolkit-for-magento-2.html,$249,4.9,B2B Products,https://amasty.com/v1587666071/media/catalog/product/s/e/seo-toolkit-for-magento-2.svg
Shipping Table Rates M2,"Create an unlimited number of flexible shipping methods with individual rates. Use combinations of a destination address, cart weight, order subtotal and price to accurately calculate shipping.",https://amasty.com/shipping-table-rates-for-magento-2.html,$199,4.7,Shipping,https://amasty.com/v1587651669/media/catalog/product/s/h/shipping-table-rates-for-magento-2.svg
Affiliate M2,"Run full-scale affiliate programs on your website to effectively drive sales from alternative channels. Provide affiliates with promo materials and detailed stats reports. Easily manage affiliate accounts, regulate commissions and track withdrawals.",https://amasty.com/affiliate-for-magento-2.html,$199,4.7,Promotions,https://amasty.com/v1587658870/media/catalog/product/a/f/affiliate-for-magento-2.svg
Cash on Delivery M2,Turn potential customers into regular with Magento 2 Cash on Delivery extension. Let customers make payment to a shipping carrier when receiving the good.,https://amasty.com/cash-on-delivery-for-magento-2.html,$99,4.7,Checkout,https://amasty.com/v1587651669/media/catalog/product/c/a/cash-on-delivery-for-magento-2.svg
Store Pickup with Locator M2,Enhance customers' loyalty by providing an additional shipping option with Magento 2 Store Pickup with Locator. Drive more sales attracting buyers to your brick-and-mortar stores with a complex solution.,https://amasty.com/store-pickup-with-locator-for-magento-2.html,$299,4,B2B Products,https://amasty.com/v1587666071/media/catalog/product/s/t/store-pickup-with-locator-for-magento-2.svg
Social Login M2,"Get more leads with social media. The extension aims to increase the number of registrations, improve customers' shopping experience, and collect consumers’ data just in one click.",https://amasty.com/social-login-for-magento-2.html,$199,4.5,User Experience,https://amasty.com/v1587666071/media/catalog/product/s/o/social-login-for-magento-2.svg
Shipping Restrictions M2,"Restrict shipping methods using various product, cart and customer parameters. Make your shipping process both legal and cost-effective.",https://amasty.com/shipping-restrictions-for-magento-2.html,$159,4.8,Shipping,https://amasty.com/v1587651669/media/catalog/product/s/h/shipping-restrictions-for-magento-2_1.svg
Blog Pro M2,Drive more target audience to your store with Magento 2 Blog Pro extension. Enhance your promotional efforts with the powerful content marketing solution.,https://amasty.com/blog-pro-for-magento-2.html,$349,4.6,Promotions,https://amasty.com/v1587658870/media/catalog/product/b/l/blog-pro-for-magento-2_1.svg
Product Attachments M2,"Let customers get more details about products they purchase. Provide them with accurate manuals, licenses, warranties and other additional info right on product pages. Upload files of any format and use catchy icons to capture customers' attention with Magento 2 Product Attachments.",https://amasty.com/product-attachments-for-magento-2.html,$149,4.8,Product Page Improvement,https://amasty.com/v1587651669/media/catalog/product/p/r/product-attachments-for-magento-2.svg
FAQ and Product Questions M2,Equip product pages with the advanced SEO-optimized FAQ section in Magento 2. Transform guests to customers by displaying well-organized info on products and services.,https://amasty.com/faq-and-product-questions-for-magento-2.html,$199,4.8,Product Page Improvement,https://amasty.com/v1587651669/media/catalog/product/f/a/faq-and-product-questions-for-magento-2.svg
Store Credit & Refund M2,"Turn refunds into revenue, apply the automated return system to scale up sales. Thank customers for shopping in your store with credit and build their loyalty.",https://amasty.com/store-credit-and-refund-for-magento-2.html,$149,4.7,Customers' Data,https://amasty.com/v1587651669/media/catalog/product/s/t/store-credit-_-refund-for-magento-2.svg
Custom Checkout Fields M2,This extension helps you to perform Magento 2 checkout customization by adding extra fields of various types. Gather comprehensive order data in a convenient way both for customers and admins. Smoothly manage info in custom input forms using the order grid.,https://amasty.com/magento-2-custom-checkout-fields.html,$199,4.6,Order Management,https://amasty.com/v1587651669/media/catalog/product/c/u/custom-checkout-field-for-magento-2.svg
Promotions Manager M2,Simplify promotion management process with the expanded price rules grid. Now you can cut the time on promotion-related tasks by using additional actions and columns.,https://amasty.com/promotions-manager-for-magento-2.html,$49,null,Promotions,https://amasty.com/v1587658870/media/catalog/product/p/r/promotions-manager-for-magento-2.svg
Reward Points M2,Encourage customers to purchase more and return to your store by implementing an effective loyalty program with Magento 2 Reward Points extension. Easily turn occasional website visitors into loyal customers.,https://amasty.com/reward-points-for-magento-2.html,$299,4.5,Promotions,https://amasty.com/v1587658870/media/catalog/product/r/e/reward-points-for-magento-2.svg
Import and Export M2,"Import and Export for Magento 2 is an all-in-one tool for a convenient store data migration, smooth connection with the ERP/CRM systems and making regular stock updates. The extension allows you to import/export any existing entity to/from Magento.",https://amasty.com/import-and-export-for-magento-2.html,null,null,Order Management,https://amasty.com/v1587651669/media/catalog/product/i/m/import-and-export-for-m2-for-magento-2.svg
Abandoned Cart Email M2,Augment sales revenue by the increased number of completed orders. Return lost revenue by automatically sending catchy reminders. Enhance customer loyalty by offering discount coupons.,https://amasty.com/abandoned-cart-email-for-magento-2.html,$149,4.9,Promotions,https://amasty.com/v1587658870/media/catalog/product/a/b/abandoned-cart-email-for-magento-2.svg
GeoIP Redirect M2,"Automatically redirect customers, change currency and language depending on visitors’ location. Use Magento 2 GeoIP extension to expand your business across other countries without creating a separate store.",https://amasty.com/geoip-redirect-for-magento-2.html,$179,4.5,Navigation & Search,https://amasty.com/v1587651669/media/catalog/product/g/e/geoip-redirect-for-magento-2.svg
Stripe Payment M2,Provide your customers with a safe and seamless payment experience. Let your customers pay via a wide range of payment methods with no need to implement a custom integration endpoint for each one.,https://amasty.com/stripe-payment-for-magento-2.html,$199,5,Order Management,https://amasty.com/v1587651669/media/catalog/product/s/t/stripe-payment-for-magento-2.svg
Instagram Feed M2,Attract target audience to your website and boost revenue with Magento 2 Instagram Feed extension. Integrate eye-catching Instagram pictures to effortlessly create a trendy look for a website.,https://amasty.com/instagram-feed-for-magento-2.html,$149,4.7,Images & Media,https://amasty.com/v1587651669/media/catalog/product/i/n/instagram-feed-for-magento-2.svg
Automation Rules for RMA (Add-On) M2,Speed up the processing of RMA requests and reduce the load on your admins with RMA Automation Rules add-on.,https://amasty.com/automation-rules-add-on-for-rma-for-magento-2.html,$79,4.7,Add-ons,https://amasty.com/v1587651669/media/catalog/product/a/d/add-on-automation-rules-for-rma-for-magento-2_2.svg
Security Suite M2,Employ Magento 2 Security Suite extension to ensure your webstore protection from hacker attacks and other malicious security threats. Enhance store management performance getting full visibility of all backend activities.,https://amasty.com/security-suite-for-magento-2.html,$399,4.7,B2B Products,https://amasty.com/v1587666071/media/catalog/product/s/e/security-suite-for-magento-2.svg
PDF Customizer M2,"Easily create custom invoices without any programming skills with Magento 2 PDF Invoice. Save your time on converting HTML code to PDF templates to send invoices, orders, shipments and credit memos to your customers.",https://amasty.com/pdf-customizer-for-magento-2.html,$199,4.7,Order Management,https://amasty.com/v1587651669/media/catalog/product/p/d/pdf-customizer-for-magento-2.svg
Reindex from Admin M2,Reduce time on keeping your store data up-to-date. Prevent the store from lags and cart abandonments in one click without developers' help.,https://amasty.com/reindex-from-admin-for-magento-2.html,$69,4.8,User Experience,https://amasty.com/v1587666071/media/catalog/product/r/e/reindex-from-admin-for-magento-2.svg
Lazy Load M2,Speed up the loading time of your site pages with Magento 2 Lazy Load. Improve your site performance by loading product images by demand!,https://amasty.com/lazy-load-for-magento-2.html,$259,null,SEO,https://amasty.com/v1587651669/media/catalog/product/l/a/lazy-load-for-magento-2.svg
Multiple Coupons M2,Increase customer loyalty by enabling registered clients and guest visitors use numerous discount coupons for one order.,https://amasty.com/multiple-coupons-for-magento-2.html,$139,4.5,Promotions,https://amasty.com/v1587658870/media/catalog/product/m/u/multiple-coupons-for-magento-2.svg
Visual Merchandiser M2,The extension offers a wide range of options to customize product listing on category pages according to your marketing purposes.,https://amasty.com/visual-merchandiser-for-magento-2.html,$229,4.8,Catalog Management,https://amasty.com/v1587666071/media/catalog/product/v/i/visual-merchandiser-for-magento-2.svg
Pre Order M2,Drive sales for out of stock or just announced products! Allow buyers to easily pre order or backorder goods that are unavailable for immediate delivery. Get a powerful marketing research tool to analyze customers’ demands.,https://amasty.com/pre-order-for-magento-2.html,$189,4.8,Order Management,https://amasty.com/v1587651669/media/catalog/product/p/r/pre-order-for-magento-2.svg
Cross-Sell / Upsell Products M2,"Increase trust in your shop by delivering offers with a higher value to customers. Use Magento 2 Cross Sells extension to increase the number of spontaneous purchases, average cart value, total sales and customer satisfaction.",https://amasty.com/magento-2-upsell-cross-sell-extension.html,$299,4.5,User Experience,https://amasty.com/v1587666071/media/catalog/product/u/p/upsell-cross-sell-extension-for-magento-2.svg
Advanced MSI M2,Easily split your inventory among multiple warehouses with Magento 2 Advanced MSI solution. Optimize your stock management and reduce delivery costs with a proper warehouse selection.,https://amasty.com/advanced-msi-for-magento-2.html,$349,4.7,Catalog Management,https://amasty.com/v1587666071/media/catalog/product/a/d/advanced-msi-for-magento-2.svg
Google Page Speed Optimizer M2,Magento 2 Speed Optimization improves web pages performance in order to place your store at the top of Google search rating. Boost your webstore traffic by the speed optimization and get an endless stream of new visitors!,https://amasty.com/google-page-speed-optimizer-for-magento-2.html,$259,4.9,Images & Media,https://amasty.com/v1587651669/media/catalog/product/g/o/google-page-speed-optimizer-for-magento-2.svg
Cross Linking M2,"With the Magento Cross Linking plugin, it becomes easier to improve information architecture of your web store to meet the highest requirements of both Google and your customers. Replace the extended keywords with internal and external links to increase the SEO value of your store.",https://amasty.com/cross-linking-for-magento-2.html,$109,5,SEO,https://amasty.com/v1587651669/media/catalog/product/c/r/cross-linking-for-magento-2.svg
Efficient Order Export M2,"Easily manage orders export. Configure flexible export profiles and gather all valuable order data, including the data generated by third-party extensions.",https://amasty.com/efficient-order-export-for-magento-2.html,$199,4.5,Order Management,https://amasty.com/v1587651669/media/catalog/product/e/f/efficient-order-export-for-magento-2_1.svg
